beneficiary_id,receiver_account,receiver_name,bank_name,country,risk_rating,fraud_link_count,sanction_match_flag,created_at
BENE_f3ace26eb98b4da0b2016c5d70ce2858,GB48NAHZ64811180305802,David Jones,Lawrence Ltd Bank,Oman,Medium,0,False,2025-09-18 17:09:34.570860
BENE_1d710d01bd854a49a9262ec18a3f734b,GB42GKYN82559189853992,Christine Higgins,Robinson Group Bank,Andorra,High,0,False,2023-11-17 17:09:34.571898
BENE_451e93f1aaab41faa5e582780abb3337,GB65GVOK13721013953848,Tony Cline,Evans-Jackson Bank,Eritrea,Medium,1,False,2025-01-04 17:09:34.571898
BENE_793a597579564d6da22ea1433db8d1f4,GB46TCYG48250406584436,Marcus Fernandez,Williams PLC Bank,Christmas Island,Low,0,False,2026-01-10 17:09:34.571898
BENE_387f4ac2becd4209b7925a9be4d39f69,GB18HGWZ31002578174249,David Wade,Lewis-Lee Bank,Liberia,High,1,False,2025-04-23 17:09:34.571898
BENE_4258483dbabe4888bc2256ae175212be,GB61EFGI99367285869572,Corey Evans,Jackson-Floyd Bank,Guam,Medium,0,False,2024-04-13 17:09:34.572901
BENE_a93b5387c7e649cdae9776ab13cfed07,GB73TEIQ18211031597088,Miss Nicole Sharp,Williams Group Bank,Iceland,High,0,False,2024-11-16 17:09:34.572901
BENE_1c686a3e6eb34bacb1083e7057702f11,GB58XNHC25908281085636,Carol Medina,Young-Smith Bank,Portugal,High,0,False,2025-09-14 17:09:34.572901
BENE_ecff2bd295534f94af35397f64d64858,GB11OHJT21112027150743,Miranda Moreno,Meyer and Sons Bank,China,Low,0,False,2024-09-30 17:09:34.572901
BENE_2fd1ab953cf9462dbbe6699090300e96,GB90FOEX47395231676126,Justin Johnson,"Villarreal, Summers and Sandoval Bank",Korea,Low,0,False,2024-07-18 17:09:34.572901
BENE_75f24318134845bc8768871d8dd8f21f,GB46MVUX63375212432491,Ayala-Mullins,"Osborn, Barber and Durham Bank",Bouvet Island (Bouvetoya),Critical,7,True,2025-02-07 17:09:34.572901
BENE_221e70643ea24621beab96aaa2e3b398,GB64ORBR62387850478078,Sydney Turner,Williams Group Bank,Montenegro,Medium,1,False,2026-02-20 17:09:34.574443
BENE_ddac8de360cc467bbf56d0fc94a71c99,GB43JCNU60908839411981,James Bradley,Owen-Hernandez Bank,Mauritania,High,0,False,2023-09-29 17:09:34.574443
BENE_6611c33384b3430a9391cf7587a74158,GB47SDIT14370408426780,Amanda Nelson,Nunez-Brown Bank,Dominican Republic,High,0,False,2025-07-23 17:09:34.575135
BENE_70eb3c0f7400472882300b98c9a85656,GB26UMCU93973144736096,Amanda Barber,Lopez-Medina Bank,Nigeria,High,1,False,2026-01-28 17:09:34.575135
BENE_74a75e0b0ef3417ba8967710be6e7fad,GB76BRZB76536448163935,Kathy Deleon,"Rhodes, Clark and Finley Bank",Oman,High,1,False,2024-11-21 17:09:34.575135
BENE_a8ec29d98bc549cca94cdb700e8a97bb,GB20FWCX14799723375754,Michelle Peterson,Foley PLC Bank,Bosnia and Herzegovina,Medium,1,False,2026-01-21 17:09:34.575135
BENE_5c26c77178a14b31ba8654502d019276,GB43UWQU86831983335929,Hannah Hicks,"Mendoza, Robinson and Webb Bank",Pakistan,Low,1,False,2025-10-07 17:09:34.576148
BENE_e1c1762ad87a469396f19788738a499a,GB06SYVA38660495428640,Michael Pena,Gillespie-Jones Bank,Jordan,High,1,False,2024-07-08 17:09:34.576148
BENE_f2f483b16d6f4c50a857114894784476,GB91RIRT87946095673727,Mary Johnson,"Murphy, Diaz and Wilson Bank",Dominican Republic,High,0,False,2024-04-16 17:09:34.576148
BENE_8832c09d173f4e67bb248a4802c5803f,GB15HAUR31640940874814,Dominic Byrd,"Jones, Hancock and Flores Bank",Tonga,Low,1,False,2024-01-16 17:09:34.577148
BENE_ca6c841903134bcd957080b5f5277c3b,GB69JDUL11437945733201,Todd Phillips,Mcbride LLC Bank,Hungary,Medium,0,False,2025-10-21 17:09:34.577148
BENE_6a84511cf940441fa15dbb2885ad9044,GB71MLPV87233598764307,John Alvarez,Perry Inc Bank,Bangladesh,High,0,False,2025-08-24 17:09:34.577148
BENE_b707f348bbc24869bd27ffb0b07ed1b0,GB59CXIN57549218265539,Alejandra Ford,"Gibson, Blair and Roberts Bank",United States of America,Low,1,False,2024-08-28 17:09:34.577148
BENE_d1f7558a69d14d158cca6be22a659db0,GB59WFCG17530161235107,Anna Michael,Maddox-Tran Bank,Somalia,Low,0,False,2025-08-09 17:09:34.578149
BENE_4aa5e3cf949746a782e8c7c74cd02f3d,GB02URQW61283989185812,David Campos,Kelley-Saunders Bank,Suriname,Low,0,False,2026-01-09 17:09:34.578665
BENE_2e8c0745d89b4f758d269e8570bf44e2,GB16BLWX03599650850584,Diane Carey,Hopkins-Vincent Bank,Congo,Low,0,False,2025-06-18 17:09:34.578665
BENE_0e822eb1ea4c48f7ba535b871abca47c,GB60YQVC17807471646666,Emily George,"Walker, Mcclure and Contreras Bank",Turkey,Low,1,False,2023-11-21 17:09:34.578665
BENE_6660d4e22c2b4258afc834907ec2b1d3,GB71CFLI56938854570142,Joseph Hansen,"Bailey, May and Yu Bank",Central African Republic,Low,1,False,2024-08-01 17:09:34.578665
BENE_6f9c58a4154548dfa64480de1aebe7c4,GB35ZVHU01355559757886,Marcus Mayer,"Delacruz, Phillips and Gibson Bank",South Africa,Medium,0,False,2024-04-06 17:09:34.578665
BENE_e9b8605d30b547e890fd59b25b83f4c1,GB90AMME15692215457848,Leon Cunningham,Johnson-Bond Bank,Taiwan,High,0,False,2024-05-02 17:09:34.578665
BENE_b476720230704e9e9f198355f4447a63,GB49SWAW16852991942278,Samantha Smith,Fields-Hernandez Bank,Cambodia,Medium,1,False,2024-08-30 17:09:34.578665
BENE_35f3f32a880246da8d28828b73dbba00,GB70KHCI61810777783426,Brett Harris,"Smith, Burton and Ross Bank",Liechtenstein,Medium,0,False,2024-06-28 17:09:34.580603
BENE_9f01625b4da647ebade630909a0c05e5,GB37XNHO66735639516626,Austin Schaefer,"Bolton, Anderson and Allen Bank",Dominica,Low,0,False,2025-06-28 17:09:34.580603
BENE_d47a65229b554bdbbe83db6d8ed37222,GB16WNWJ60333871545165,Erica Martinez,Hayes Group Bank,Anguilla,Low,0,False,2023-12-20 17:09:34.580603
BENE_456367e465a7440b8dace29148413371,GB83EHGP47525628596343,Ariana Barnes,"Thompson, Camacho and Moore Bank",United States of America,Medium,0,False,2024-09-06 17:09:34.581650
BENE_2f6cd508776541d7af72224c53823979,GB82OEEL69923894287785,Gregory Burton,"Mata, Smith and Thomas Bank",Turkmenistan,Medium,0,False,2024-09-05 17:09:34.581650
BENE_c192bad20d2649f384ad83bf7d451315,GB20FMFA67710201193491,James Brown,Bush-Smith Bank,Netherlands Antilles,Medium,0,False,2025-11-14 17:09:34.581650
BENE_38004ab0b76341f08542cd2503b76905,GB46SQKC75263876073706,Michael Willis,"Conway, Anderson and Roy Bank",Brunei Darussalam,Low,0,False,2025-09-14 17:09:34.582647
BENE_08eaac279358494082c1705b17eba5ab,GB27NXCE99910880698640,Jeremy Brown,Cantu Ltd Bank,Mauritania,Medium,0,False,2024-09-07 17:09:34.582647
BENE_8b7bbddc1ab94f7098374ed8cb34d548,GB63BPGA19989611256586,Brandon Carter,Evans-Garcia Bank,Benin,Medium,0,False,2024-12-04 17:09:34.582647
BENE_1e8666078ae64c6093e75dabab35db5d,GB17UKFN68050657071261,Daniel Larsen,Jackson PLC Bank,Sri Lanka,Medium,0,False,2025-02-23 17:09:34.582647
BENE_b9970afcb2ed4f538869ebc4c29ddbb5,GB62AKLZ77950172390702,Heather Calderon,Erickson-Phillips Bank,Papua New Guinea,Low,1,False,2024-08-10 17:09:34.583649
BENE_b3e84c06ab214315bc6682972b7c99d4,GB13CNIE41621928595146,Donald Wilson,"Hawkins, Allen and Johnson Bank",Moldova,High,1,False,2024-08-23 17:09:34.583649
BENE_0afccd638c8f45d3b29a56a9b3cc21ea,GB53BGYF24677881519117,Brian Herrera,"Smith, Mahoney and Adams Bank",Denmark,Low,0,False,2025-07-12 17:09:34.583649
BENE_c8eb9a6f5d1745198ec72d421d58eff8,GB55EUJQ34610434419678,Jason Hunter,Perez Group Bank,Belarus,Low,0,False,2025-10-29 17:09:34.583649
BENE_5181c0baa37640e6979b5f48568548f0,GB12ZZYY98652510403068,Angela Pearson,Hunter and Sons Bank,Palau,Low,1,False,2026-01-27 17:09:34.584610
BENE_cb5724598f6a4161bee1eb37cf2dd6c8,GB56JUDO18546439438522,Joseph Gardner,"Smith, Ruiz and Day Bank",French Southern Territories,Low,0,False,2024-08-07 17:09:34.584610
BENE_17a9682720ac4537b7090769ec877a98,GB10JRRB16598437706223,Brian Harvey,Estrada Inc Bank,Zimbabwe,High,0,False,2024-07-05 17:09:34.584610
BENE_bdda691adcb14837817daa9fc57228a5,GB45DXUC12887347106459,David Williams,Green Ltd Bank,Monaco,Low,1,False,2024-08-01 17:09:34.584610
BENE_ab53cebd3d2f47e883fdc46059853c76,GB47BSZM53633422830184,Anthony Hudson,"Barker, Johnson and Tucker Bank",Japan,High,0,False,2024-09-18 17:09:34.585647
BENE_de104a68cf544742a7d484b67c73b17c,GB51QXTM91484454027407,Anthony Moran,"Moreno, Johnson and Glover Bank",Georgia,Low,0,False,2023-12-04 17:09:34.585647
BENE_0a0b4255f98a4089af189e0e42671063,GB39ECBH97107556333871,Carla Salinas,"Williams, Watson and Briggs Bank",Nigeria,Medium,0,False,2023-12-08 17:09:34.585647
BENE_a98367c9b6644a9c960852496cd3376f,GB58WIQX20208307743181,Robert Ray,Diaz-Osborne Bank,Libyan Arab Jamahiriya,Low,1,False,2024-04-20 17:09:34.586647
BENE_cbe5a7b3f34746bcb605f9831853f000,GB44GTZT17537763142875,Roger Payne,"Gray, Weaver and Smith Bank",Mauritius,Medium,0,False,2025-11-06 17:09:34.586647
BENE_592bd7418c7b40a7b6ef5ee4322af58e,GB74DHGX41024955651607,Catherine Jones,"Chung, White and Davis Bank",Cape Verde,Low,0,False,2024-01-15 17:09:34.586647
BENE_ecc0cd8b475241c69fd376c99fc61b71,GB54OIEG90441230785318,Mark Foster,Robinson-Soto Bank,Kazakhstan,Low,1,False,2026-02-27 17:09:34.586647
BENE_86e7bdd26bad4427b982d9044a22e789,GB67KNVA99646549627318,Kayla Leon,Acevedo-Harrington Bank,Burundi,Critical,3,True,2024-09-10 17:09:34.586647
BENE_17cbb076e1794c92bb3075d77f7d3de2,GB48PATO44662695154581,Christopher Haley,Richmond Ltd Bank,Congo,Medium,0,False,2025-10-01 17:09:34.586647
BENE_7a6e9ba94c514e95b1489407df9c6aff,GB34GRVL62150573380715,David Hansen,"Brooks, Pratt and Sanchez Bank",Jamaica,Low,0,False,2024-02-14 17:09:34.588191
BENE_0a0f9d52b7f04cd4a58274acfd6fb65c,GB73UCZL99589574801036,Timothy Campbell,Garcia and Sons Bank,Denmark,Low,0,False,2024-02-22 17:09:34.588191
BENE_88e67198b21c442186616c5cb196fead,GB17WXQH57649311042145,Alexander Stevens,"Baird, Weber and Meyer Bank",Guinea-Bissau,Medium,0,False,2025-02-21 17:09:34.588191
BENE_1a336a5b0063465e8f4c832d3cd89f3b,GB65GWXT71267881652473,Peggy Torres,Meyer-Lee Bank,New Zealand,Low,1,False,2025-05-25 17:09:34.589236
BENE_71154f436da54ccdbd87feb44689be05,GB08IJQO71022818342133,John Davenport,"Espinoza, Parks and Allen Bank",Qatar,Low,0,False,2026-01-06 17:09:34.589236
BENE_e478838420374d1c8be95e72ac81c840,GB05VHYF30720218107189,Joshua Schneider,"King, Mitchell and Sandoval Bank",Western Sahara,Medium,1,False,2025-01-02 17:09:34.589793
BENE_d9e77612eb11404f93dcf00300ebc981,GB70YEUZ12142788173273,Stacey Davis,Ferguson-Rodriguez Bank,Micronesia,High,0,False,2024-05-07 17:09:34.590452
BENE_0c5f4726506849b5a9bf0f1123a2b4ba,GB52MVXM79980294328395,Richard Cowan,Ortiz and Sons Bank,Netherlands,Low,0,False,2025-09-09 17:09:34.590452
BENE_05747da2ee7e45a88bffa468c6ad6166,GB23JKOT48832505208385,Misty Petty,Peterson LLC Bank,Iceland,High,0,False,2025-05-25 17:09:34.590452
BENE_be7254217b0a479ba88fbb9fa37d8542,GB52SAEQ40964239277832,Danielle Skinner,"Smith, Mitchell and Terrell Bank",French Polynesia,Low,0,False,2023-09-27 17:09:34.591462
BENE_31ec95de4c92457bbefdf6ad9c26f361,GB95GVAZ16680036516825,Frank Stone,Wong-Martinez Bank,Canada,Low,1,False,2024-09-02 17:09:34.591462
BENE_debc68b353644f5e81e56c4731f0b82c,GB80ZVSY73416138278718,Travis Norris,Tapia-York Bank,Tuvalu,Medium,0,False,2024-02-10 17:09:34.592496
BENE_8f27066b82ff40ff8a3c5b263d23bb80,GB93WRVH96828698679206,Mark Shaw,"Meyers, Singh and Smith Bank",Thailand,Low,0,False,2026-02-18 17:09:34.593496
BENE_13247ae535f44005b0db70f08a8b63cb,GB47DVBC09672914286364,Robert Baxter,Davidson and Sons Bank,Colombia,Medium,1,False,2025-10-09 17:09:34.593496
BENE_0c30b9f171014497984327efbed0e984,GB80ZMIO25022723084051,Sheila West,Barton Inc Bank,Western Sahara,Low,1,False,2024-09-02 17:09:34.593496
BENE_ea7924c8d1174812bffdf6465194facb,GB11ZFVK93555446466457,Michelle Moore,Johnson Ltd Bank,Svalbard & Jan Mayen Islands,Low,1,False,2026-01-12 17:09:34.594498
BENE_c0e0f4ce682047d9a391eef89a5716c9,GB14XEBL77284777367828,Holly Marquez,"Terry, Williams and Johnson Bank",Suriname,Medium,0,False,2024-12-02 17:09:34.595011
BENE_a8b1aa18463349639ce1cc56b38c4647,GB77KXTN21550399524183,Mrs. Laura Brown,"Green, Moore and Williams Bank",Paraguay,Low,0,False,2025-10-17 17:09:34.596064
BENE_bd26396de70b4c0ba7dae3ac2a8d655c,GB02QKWS90953841967165,Carl Hill,Smith Inc Bank,Bahrain,Low,0,False,2024-02-03 17:09:34.596064
BENE_d44db0d718454b3fbb5e3f33a4616422,GB84FCKY53376727989169,Stephen Holmes,Smith-Smith Bank,Norway,Medium,0,False,2024-06-06 17:09:34.597012
BENE_85aad44a959a48bfa42418fa794381ea,GB51GEHE43594295722940,Rebecca Wright,Alvarez-Shaw Bank,Panama,Low,0,False,2025-02-23 17:09:34.597012
BENE_620f5f42e0ba4f5fa051d7dbd20f407b,GB78NHGH36485803894085,Paula Boone,"Hall, Mahoney and Salazar Bank",Ireland,Low,1,False,2024-10-11 17:09:34.598052
BENE_174a9f81c0f0401ab0d5d3ccad88693f,GB69BTDJ58734951476180,Michael Rogers,Wilson-Castillo Bank,Iran,High,0,False,2026-02-03 17:09:34.599014
BENE_2491cdcc41dd4bcda8081c1cb2e0a644,GB89XBYW22895141040486,Alexander Aguilar,Cain Inc Bank,North Macedonia,Medium,0,False,2024-07-26 17:09:34.599014
BENE_fc96093603a6464a8a691fea4567fa4f,GB76VDPM92672136386269,Richard Perry,"Miller, Benson and Kelly Bank",Lithuania,Low,0,False,2024-08-18 17:09:34.599014
BENE_4705904f6a724956ace077e7233d5076,GB75OMMO40778111072632,Taylor Fernandez,"Wiggins, White and Scott Bank",Eritrea,Medium,0,False,2025-07-03 17:09:34.600014
BENE_73703395a263441e9dcc84cec2ac9bcf,GB08LFSE25873520890374,Denise Schroeder MD,"Mcintyre, Hickman and Ferguson Bank",Congo,Low,1,False,2023-10-24 17:09:34.600520
BENE_030790e34b7743cdb0ab9a001e84d6b9,GB11IHBQ57664939179297,Hines LLC,"Baxter, Gonzalez and Bryant Bank",Jamaica,Critical,7,True,2023-10-14 17:09:34.600520
BENE_511f50833420450093cb52621775e0ca,GB34PUDS67262977750466,Scott Carlson,Harvey-Harvey Bank,Canada,High,0,False,2024-10-02 17:09:34.600520
BENE_eedfd21df44c45569d185e1dd13d24aa,GB20KLAS35600330897290,Felicia Hammond,"Lawrence, Vasquez and Chandler Bank",Poland,Low,0,False,2024-09-01 17:09:34.601533
BENE_260e5433f3d644e8a8ad442aafa1ff05,GB67KYYB38831552328384,Misty Suarez,"Rojas, Lopez and Tyler Bank",Isle of Man,Medium,0,False,2023-11-24 17:09:34.601533
BENE_20ff8f4a82d242d6b8b335eaa0233be6,GB97HMPE16673510412505,Dean Nelson,Douglas-Clark Bank,Cape Verde,High,0,False,2023-12-03 17:09:34.601533
BENE_cf258a51cf9d4bd68533c47bd712238a,GB06UFVT98547234302140,Peter Leblanc,"Young, Boone and Silva Bank",Luxembourg,High,0,False,2025-05-18 17:09:34.601533
BENE_05d35631b10c4dd680c762de5369f81d,GB81TAMT67113641955628,Paul Barnes,Miller-Hughes Bank,Bahamas,Low,1,False,2025-03-26 17:09:34.601533
BENE_ee1111fe2fcd45cab5f12d0238c2d99e,GB16NEOI78219475202910,Mark Jones,Galloway Inc Bank,Kyrgyz Republic,High,0,False,2024-03-21 17:09:34.603075
BENE_79ec222fe9e94248ac21558d5c2b6b8c,GB02PQEO23882911346935,Traci Vargas,Alvarado PLC Bank,Iraq,Medium,0,False,2025-05-01 17:09:34.603075
BENE_59d0e0dba1bd4e44b46a03df3983356b,GB13NYJL36281226311549,Andrew Peck,Middleton-Brown Bank,Ghana,High,0,False,2024-07-15 17:09:34.603075
BENE_2445be7df1be4678b6f234a620175c19,GB69NIDV71341760832531,Jacqueline Bell,Perez Ltd Bank,Montenegro,High,0,False,2025-03-14 17:09:34.603075
BENE_1985ff61cc5b48da844a0498233d68b6,GB77CYXL21394089126251,Casey House,"Scott, Welch and Lewis Bank",Cook Islands,Low,0,False,2025-09-02 17:09:34.604120
BENE_0137cda3aea64e6b9743e21e00a60b10,GB58CRZF70212584001092,Brian Davis,Barton-Lawrence Bank,Lesotho,High,1,False,2025-07-05 17:09:34.604120
BENE_fabf2a2c9ab5444fbbbe76b2171cfefc,GB45KBAH82787426077548,Kenneth Pacheco,Ryan-Koch Bank,Panama,High,1,False,2024-10-28 17:09:34.604120
BENE_d3b46a87c5344a12b95a2771f8d2841a,GB43LWGQ58309182189722,Andrea King,"Carson, Young and Humphrey Bank",Puerto Rico,Medium,0,False,2025-08-20 17:09:34.604120
BENE_b85b500d9b4a455faed63c9ef01eeaad,GB39RSXY24071016639299,Chad Ray,Campbell-Cowan Bank,Samoa,Low,0,False,2023-10-05 17:09:34.605123
BENE_24730c72447148958c63ba021334888e,GB48SQEM38553819117675,Aaron Moore,Howard Group Bank,Finland,High,1,False,2025-09-16 17:09:34.605123
BENE_30061dc3702c43eab57bb8df3b180002,GB46IFLJ86477595102776,Grant Collins,"Hanson, Gardner and Harrison Bank",Jamaica,High,0,False,2024-11-01 17:09:34.605707
BENE_14dae8c339b84a8284303c1dad3d795f,GB80CKAT30480012666179,Benjamin Ortega,"Thompson, Harvey and Ramos Bank",Cameroon,High,0,False,2025-07-18 17:09:34.606222
BENE_17827958d18249f1aeb63ffcf59f5ca1,GB66YCXD49276648786469,Billy Herman,Lopez-Michael Bank,Christmas Island,Low,0,False,2024-06-13 17:09:34.606222
BENE_a63a7513144a447184830958d2977a2f,GB92ZCBF29398473261568,James Medina,Buchanan Inc Bank,Vanuatu,Low,0,False,2025-05-31 17:09:34.606736
BENE_f0b5c699d58946eeae64e830ef9f49e2,GB22ORKJ66155715848933,Michael Velasquez,Matthews-Carroll Bank,Oman,Low,0,False,2025-10-26 17:09:34.606736
BENE_8bd790834a094e5e89682e389c426931,GB69MJKM39285421270878,Lee Scott,"Sullivan, Chase and Macias Bank",Ethiopia,High,0,False,2024-05-31 17:09:34.607362
BENE_d59a695f533c4de386af5ead5ebdfc64,GB21NEFJ18990887567463,Nathan Knox,"Wolfe, Newton and Blevins Bank",Martinique,Low,0,False,2026-02-22 17:09:34.607362
BENE_4fea4e38d6d34ba8a48a71471a990271,GB10MMWJ23432096785982,Lindsey Williams,Fox-Ramsey Bank,Brazil,High,0,False,2024-10-25 17:09:34.607362
BENE_993d5e573f254e52b2646244c63220d0,GB89BHBD64543673161424,Austin Hoffman,Pennington Inc Bank,Slovakia (Slovak Republic),High,0,False,2025-05-13 17:09:34.607362
BENE_b4ba17aa33fa470288a27eeab1e75f22,GB65IFGH80546836748465,Brian Jimenez,Herrera and Sons Bank,China,High,1,False,2024-03-22 17:09:34.608368
BENE_fd66043222bd42adbea91484735ec848,GB66MJGQ26447777603564,Heather Mills,Marquez Group Bank,Sierra Leone,Low,0,False,2025-02-22 17:09:34.608368
BENE_180ea1646b444189a1668371c1acb845,GB11NWHR60458597607353,Robin Ellis,"Spears, Reese and Howard Bank",Burundi,Low,0,False,2025-07-20 17:09:34.608368
BENE_1c5da6e4e98f43a89af493b8feeb7a95,GB94EKNR73499377973209,Miss Alicia Valentine,"Miller, Chavez and Scott Bank",Peru,Low,0,False,2024-07-02 17:09:34.608368
BENE_c39c03db865c43b4859887228e9bab74,GB70QVJO91621897281962,Sandra Campbell,"Watson, Casey and Powell Bank",Austria,Medium,0,False,2025-11-21 17:09:34.608368
BENE_fb4b09afdeca46389cb2c4cf1e362c9a,GB12QTIK03042433881508,Jennifer Hill,Ashley and Sons Bank,Bolivia,Low,1,False,2025-06-29 17:09:34.609872
BENE_d369c48986824204809f1e4cb4293f1f,GB86KBZZ11140533689150,Jose Becker Jr.,Castaneda-Nelson Bank,Antarctica (the territory South of 60 deg S),Low,1,False,2025-08-27 17:09:34.609872
BENE_e36341f8059949cabb4b4fe3d29b6d8c,GB41RFPA38765202147076,Brandon Berger,"Juarez, Armstrong and Wilson Bank",United States of America,High,0,False,2025-12-26 17:09:34.609872
BENE_aa028a177e0948b6b98a3d26881ea7cb,GB89BGYL53208889137932,Shawn Franco,Newton-Lowe Bank,Dominican Republic,Medium,1,False,2024-07-26 17:09:34.610877
BENE_e3768db358f24e3e8519a0bd6a542a95,GB38BDVK83620463806202,Joshua Hutchinson,Ward-Miller Bank,Angola,Low,0,False,2024-05-23 17:09:34.610877
BENE_df95ed42bfba43d791b475047aae3de5,GB80OUHI16567002889360,Robert Ramirez,Sims Group Bank,Sweden,Medium,0,False,2024-06-16 17:09:34.611320
BENE_8a2e3a53c7c84fc99b9fbe0afed58a0a,GB03VRGD84352761176234,Dr. Brandy Lopez,Ferguson Group Bank,Somalia,Low,0,False,2024-06-16 17:09:34.611320
BENE_2e19e55ea59d4bedac3c12795598dccf,GB37JKFD97214357243349,Justin Barnes,Rodriguez Inc Bank,Slovenia,Medium,1,False,2023-12-04 17:09:34.611825
BENE_7af708a698d343abbb9bbef77cf83e86,GB89BQNU99234273481077,Heather Ward DDS,Rogers Ltd Bank,Saint Martin,Low,0,False,2023-10-31 17:09:34.611825
BENE_69323677555747fe98467b7552c60b33,GB02ETEY44505194900025,Randall Miles,Perry LLC Bank,Venezuela,Medium,1,False,2024-04-02 17:09:34.611825
BENE_f96d90139b5f4c3e9c9bb1b6c965aed3,GB13HFRV55456979244681,Mr. Michael Whitaker,Gill and Sons Bank,Saint Vincent and the Grenadines,High,1,False,2023-12-08 17:09:34.611825
BENE_a010291d11134b07b5c2efa8a6f89af6,GB91HKPA29036952205767,Dana Brown DVM,Swanson Ltd Bank,Nicaragua,Medium,0,False,2023-10-02 17:09:34.612872
BENE_82a7b08e5e404d8fbea360103f97dfe3,GB90ASOL79019182134012,Erik Livingston,Buck Group Bank,Poland,Low,0,False,2024-12-17 17:09:34.612872
BENE_9ebaf4be4efb4d4ba59cfcbd3b005e1d,GB37RPEK37822596358730,James Clark IV,Olsen Inc Bank,Mongolia,Low,0,False,2024-11-12 17:09:34.612872
BENE_e605ff11702f4c0ab96cccad8b8a0a1b,GB69EBXK72630328231117,Michael Larson,Larson-Boyer Bank,Cape Verde,Low,1,False,2025-04-05 17:09:34.612872
BENE_4e5f3eaa2cdd414f8a64072f467ed231,GB58HFVH31725564481782,Colton Martinez,Johnson Ltd Bank,Iran,Critical,6,True,2024-08-04 17:09:34.612872
BENE_17482bf4104b4abdb8ff88234141ad81,GB31CKXF71159387578107,Novak and Sons,Taylor PLC Bank,Bermuda,Critical,5,True,2025-04-30 17:09:34.612872
BENE_5cf166c62cf945abb6b710a675e51618,GB56TKTA74926351574856,Christopher Vincent,Powell Group Bank,Cote d'Ivoire,High,0,False,2023-09-30 17:09:34.613870
BENE_fc0939c054de49fba5b82320f5f3737c,GB53DTBW52174876152093,Jill Schmidt,Manning Inc Bank,Italy,Medium,0,False,2025-10-05 17:09:34.613870
BENE_9a299f4a57444b248c7c09069b7d786b,GB14KWUY39350291766280,Mr. Christopher Floyd,Fitzgerald-Roach Bank,Puerto Rico,High,0,False,2023-10-23 17:09:34.613870
BENE_9692ca9a5d624448ab3605f035aea1d3,GB63KUDL09095762321094,Aaron Washington,"Jimenez, Ingram and Jackson Bank",British Indian Ocean Territory (Chagos Archipelago),Medium,0,False,2025-06-10 17:09:34.614841
BENE_8ccae9f0333f4c92812f90adb18937a2,GB42GAXQ40967218106970,Cassie Gomez,"Mayer, Johnson and Rush Bank",Kuwait,Low,0,False,2025-09-04 17:09:34.614841
BENE_85e6e284745445f5a8163435e24bbb25,GB88GXJO73529015629938,Maria Mason,Smith Inc Bank,Singapore,Low,1,False,2024-06-07 17:09:34.614841
BENE_adb75891dea34f41af01a48c144d811a,GB83OSQS12300305608484,Andre Spence,"Ramirez, Bass and Cortez Bank",Bhutan,Low,0,False,2024-02-10 17:09:34.615836
BENE_f63731f5536a487dbdc7864deee1c3e6,GB78NFAU67353098094426,Mrs. Kaitlyn Page,Garner and Sons Bank,American Samoa,Medium,0,False,2024-07-27 17:09:34.615836
BENE_978f746fdaa843a18a5efb40e458b1b6,GB24SQUJ77838018884831,Antonio Parrish,"Schneider, Rice and Long Bank",Aruba,Low,0,False,2025-07-10 17:09:34.615836
BENE_46d4a887b1574d88a6043c0f8feb3134,GB51RHVZ74994927553427,Steven Anderson PhD,"Moore, Chang and Morgan Bank",Tuvalu,High,0,False,2025-05-24 17:09:34.615836
BENE_eb2bfc5059f44fa594dee3b05af3ae7b,GB75ECRE90576816190173,Lisa Pineda,Schmidt-Scott Bank,China,Low,0,False,2023-12-14 17:09:34.616870
BENE_6d0868f691d8403bbbf000602c12b74f,GB62FDPR10517942205670,Madison Thornton,White-Reilly Bank,Moldova,Medium,0,False,2024-09-24 17:09:34.616870
BENE_d731666169644356ba08decd51e9eee7,GB89SXBY28030880044229,Valerie Perez,Salazar and Sons Bank,Bulgaria,Low,0,False,2024-11-21 17:09:34.616870
BENE_e05b6a5a44bd48f68093c089ffcdccad,GB22GIYC18982734157006,Sally Riddle,"Fowler, Rodriguez and Garza Bank",Ghana,Low,0,False,2025-06-24 17:09:34.617832
BENE_f1a1c0fefce24d608cd1a77eea9ab4b2,GB07QLQA26032447052194,Kimberly Fritz,Butler-Gardner Bank,Jamaica,Critical,4,True,2025-03-20 17:09:34.617832
BENE_40220780e13648b3882b6ae8396dff02,GB25DCPL74990360426324,William Gordon,Grimes Ltd Bank,Brunei Darussalam,Low,0,False,2025-08-30 17:09:34.617832
BENE_abbbfb56b557410fb8a66c9ffbc3e2fd,GB20MWZO81159819191553,Tommy Watkins II,Young-Burke Bank,New Caledonia,High,0,False,2025-11-20 17:09:34.617832
BENE_b0e4b96dc5c14a4597b09a866628fc4c,GB51SNFR04717034390378,Emily Guerrero,Mayer-Sanchez Bank,French Southern Territories,Low,0,False,2024-01-17 17:09:34.618878
BENE_d4377cbde16046fbaed2a107ea15050c,GB45FXEU91891359437464,Jonathan Guerrero,"Nicholson, Choi and Gutierrez Bank",Seychelles,Medium,0,False,2024-05-24 17:09:34.618878
BENE_1c347bbb80424b9280561be0c304983b,GB78VBLO93599051171381,Michelle Nelson,Collins-Scott Bank,Marshall Islands,Medium,0,False,2024-03-02 17:09:34.618878
